0,250,1,integrator_leapfrog,39.527358531951904,28.510809898376465,True
0,250,2,integrator_leapfrog,62.319257497787476,60.92491412162781,True
0,250,3,integrator_leapfrog,104.48398852348328,87.7258665561676,True
0,250,4,integrator_leapfrog,145.64224553108215,116.08857703208923,True
0,250,5,integrator_leapfrog,186.26772785186768,145.52585220336914,True
0,500,1,integrator_leapfrog,154.40521240234375,153.1396679878235,True
0,500,2,integrator_leapfrog,232.26405572891235,294.3452184200287,True
0,500,3,integrator_leapfrog,336.524258852005,430.85238814353943,True
0,500,4,integrator_leapfrog,463.9744188785553,563.2991647720337,True
0,500,5,integrator_leapfrog,566.613561630249,705.6917173862457,True
0,750,1,integrator_leapfrog,325.5511586666107,320.9864225387573,True
0,750,2,integrator_leapfrog,476.32560420036316,642.8148591518402,True
0,750,3,integrator_leapfrog,642.7846167087555,967.9672348499298,True
0,750,4,integrator_leapfrog,853.2890093326569,1282.6387133598328,True
0,750,5,integrator_leapfrog,1023.0576968193054,1590.9182858467102,True
0,1000,1,integrator_leapfrog,536.1081726551056,545.2421000003815,True
0,1000,2,integrator_leapfrog,804.2970232963562,1089.1793913841248,True
0,1000,3,integrator_leapfrog,1050.3055799007416,1638.8353016376495,True
0,1000,4,integrator_leapfrog,1398.1008319854736,2091.9906010627747,True
0,1000,5,integrator_leapfrog,1455.1393411159515,2529.283853292465,True
0,1250,1,integrator_leapfrog,798.2439517974854,832.8245713710785,True
0,1250,2,integrator_leapfrog,1178.6343224048615,1673.7457036972046,True
0,1250,3,integrator_leapfrog,1476.101237297058,2428.622824192047,True
0,1250,4,integrator_leapfrog,1863.343671798706,3232.1987657546997,True
0,1250,5,integrator_leapfrog,2301.680137872696,4145.143029928207,True
0,1500,1,integrator_leapfrog,1131.1446466445923,1104.4962372779846,True
0,1500,2,integrator_leapfrog,1586.6402208805084,2190.6509804725647,True
0,1500,3,integrator_leapfrog,2155.73157787323,3405.322032690048,True
0,1500,4,integrator_leapfrog,2683.3131515979767,4567.965938329697,True
0,1500,5,integrator_leapfrog,3229.7029609680176,5872.091551065445,True
0,1750,1,integrator_leapfrog,1449.1698534488678,1564.1730284690857,True
0,1750,2,integrator_leapfrog,2201.2368376255035,3148.5990397930145,True
0,1750,3,integrator_leapfrog,2866.8137912750244,4850.284832954407,True
0,1750,4,integrator_leapfrog,3522.8230679035187,6532.32532286644,True
