mass,x,y,z,vx,vy,vz
0.001,0.7566832401512162,0.7843555012284552,-0.6917410368908005,0.3148787000519019,-0.05825615334581572,0.18332086654235033
0.001,-0.33216874019473425,0.5166224490540383,0.17863046469772165,-0.07153822589353502,0.6555135373628761,-0.23971495665869122
0.001,-0.17340748073519718,-0.14829674041665317,0.1142797304784723,-0.06944234059912258,0.37097317421729387,-0.2657750478125251
0.001,-1.1308016436316712,1.115578891991551,0.5510094700607039,0.015932161844616637,0.5647412625286456,0.03465609883019948
0.001,-2.3098286304778513,-0.09154869641574344,-1.631733671532564,-0.09483416843283157,-0.5528181141708174,0.17208304058789267
0.001,0.060514465017728634,-0.07469404800765635,0.5914903893626646,0.17706651295506964,0.1470771053801225,0.0602221808529836
0.001,0.5579275139001832,-0.9026705274991043,0.6165201062116998,0.2468903449685912,-0.3682971739799253,0.04457459201747972
0.001,-0.3587869057012923,-0.4815797074219043,0.02831418626197398,-0.2950169857869909,-0.8041281317979148,0.30295297625874684
0.001,-0.08285538903190527,0.33802204243364226,0.6209038748088994,-0.6716563606703657,-0.2053169558457174,0.05156163607626474
0.001,0.20974664026838502,0.6492500545613589,-1.0189516020456861,-0.6360924589062378,-0.21371699638979036,-0.11912372872593438
0.001,0.13840660881625397,-0.11607862250237752,-0.3115020250212566,-0.5833331666943744,-0.6584710745066316,-0.0205007555513586
0.001,0.379996121999677,0.22397006331168584,-0.2594185489011901,-0.1932813380451621,-0.6241454869736179,0.31451058973170526
0.001,0.14842226240954431,-0.036365592980456725,0.13389761268869485,-0.2558736685952359,0.28887286692275027,-0.16819056903123367
0.001,0.022204400465959888,-0.1371886803815073,0.25152823372756644,-0.2341497537160629,0.8178572679174544,0.2544257813132826
0.001,-0.13653878864550448,0.16918277840608018,-0.20952514082625126,0.6386237338709583,0.31943883151091074,-0.31667649817550764
0.001,0.06147570159067398,0.11349623926135749,-0.6673447121538196,0.422327455826208,0.28824101540063024,0.9667309031280118
0.001,-0.5012433590305855,0.661350251523538,0.08255361115236945,-0.8570511374293981,-0.04400489098049621,0.19299603909639218
0.001,0.22761577472706684,0.12304740700874316,-0.1016657010933315,-0.8171100660974387,0.5679420771653786,-0.3513811751975391
0.001,5.63048485754229,4.179312482553113,5.421971081217323,-0.21491281273771481,0.03285002414535401,0.13559514301572126
0.001,0.11787302660277958,-0.08551074497929484,0.08901876670820577,0.05393756761076241,0.023239037220995625,-0.6467802181208372
0.001,-0.03330283499510752,-0.456772898456132,0.006834952820510419,0.16605623953356036,0.9544227714434027,0.3486816193105816
0.001,0.21021780238737253,0.27485822526121007,-0.7051885578279178,-0.6015941252112835,-0.1758889989714484,0.10809517962689245
0.001,0.3015281043273743,0.31671760516177744,-0.06490933553921333,0.2858726913618022,-0.4389175906918164,0.6662021653996527
0.001,0.20090390554471765,0.3009349646406719,0.06525177892538281,0.793109445123226,-0.4076150680640783,0.7311499802164012
0.001,0.29779982459164317,-0.07996494407298366,-0.5863796023061376,-0.2388589825450313,-1.1633838548451874,-0.7106065624796857
0.001,0.040876485524411844,-0.15176610794570497,-0.17495840501419124,0.41025326382066457,0.5482817252236879,-0.4470931662546822
0.001,-0.049289589483386964,0.6649278114240039,0.37496132069666,-0.4594427884774786,0.3005769229531215,0.03293459657039555
0.001,0.25271260189671785,-0.34061621016634513,0.0072566164752307346,-0.46761651605670784,0.22730046568872095,0.6364003803375325
0.001,-0.3986775853099165,-0.8110202354797806,-0.5034419157927131,-0.05907123820145432,-0.08702251673469638,-0.1786217006191297
0.001,-0.5710388933410162,0.04767391297870231,0.2131285773445029,-0.12719927536631717,0.32780583612521186,0.4012673188248157
0.001,0.4011690031400348,-1.0953191173318233,0.17624776465699196,-0.07152982344030923,0.5408023248286004,0.15758037525525803
0.001,-1.7692153536061377,-0.32088588611322555,-0.9660617437835071,-0.22364086523980226,0.7468965324269997,-0.09900089798925649
0.001,0.2040561540060461,-0.34934543386495276,0.5884823736052093,0.13006585963774533,-0.17328785886207415,-0.8633819638472883
0.001,-0.3775387797490244,0.3739539353925527,-0.25765058950344416,0.5507167765420459,0.5488102894928362,0.4419503475661704
0.001,0.1698961888225698,0.09101518922760586,-0.13187455192690023,0.32422518342720424,-0.056499425953445606,0.9341917526548112
0.001,0.2555813183186496,-0.09372151640975049,0.327281510297607,-0.718718200193555,-0.198784602196049,0.42578747240952586
0.001,0.36419034530442096,0.09533505278382365,-0.2510381736364397,0.9605393626378351,0.3257443271345513,-0.5624684293830129
0.001,0.014455351107503768,-0.20051008677908372,0.015148995178666417,-0.14658057633344973,-0.9886914034823303,-0.2795409929598758
0.001,0.21835692014174693,-0.4351595633943489,0.16996259892050763,0.0372761933986757,-0.04588237493214598,0.539764021886259
0.001,3.1179476809053788,6.322601979379299,2.401362250841321,0.06169580643019179,-0.058408670944978744,0.2835841179250206
0.001,0.22421765520549755,-0.31017918049314325,0.06414615955316844,0.1581917346457761,-0.12511918912065376,0.807570830124047
0.001,-0.43388068396999435,0.29309676102173154,0.7159125846524841,0.27478627636239145,0.7609292835416687,-0.4639304900759814
0.001,-0.26448302040374894,-0.2638290946029416,-0.3814837898083073,0.1189952501587402,1.0869018646980464,0.3481912503736054
0.001,-0.4853282952697722,-1.127123279425887,-0.22345573472137,0.173647445124039,0.43393194787112643,-0.42434762300937034
0.001,0.24379915018805992,0.06899719533026258,0.517049205262275,0.20522619630129296,-0.41181015123797915,0.38938664511472265
0.001,-0.22599725689613695,-0.8565437931671048,-0.6085216460483702,-0.3157366292802997,0.4109596472331714,0.067653123941266
0.001,0.23530482966351096,0.045359678077416435,0.14531186945877655,0.41707758020319313,-0.32005089766036304,-0.08348119140166692
0.001,0.27711071880391136,0.3258262663791982,-0.506601664053593,-0.7630885804258669,-0.3583791932014028,-0.14259660904009924
0.001,-0.20944692875465099,-0.2716364283000431,0.03791519737818504,0.019729191366954536,0.4090711443405129,-0.35850403539355813
0.001,0.09524717143719463,-0.4561803113874302,0.09941769242047455,-0.3540196544428517,-0.29825729538290874,-0.07290293614718561
0.001,0.2774705541944884,-0.07225010170254054,0.14149354267470626,-0.1430295780957215,-0.03200074967188249,1.025419485928234
0.001,-0.5152101324529137,-0.1548985926046738,-0.9338057499059732,-0.39250914023884403,-0.18207347208560648,-0.42014556742062903
0.001,0.06093633611866386,0.15667538321731872,-0.28561310504013676,-0.28100195349980217,-0.6640586776792606,-0.3061381589195632
0.001,-0.12393829025880077,0.15678612841387443,0.5725347122613857,0.3724605040892688,-0.7467380305701181,0.46438518234006926
0.001,1.0202685949228922,1.8236339857597959,-0.2876820175771562,-0.06962462750775315,-0.16495334685543953,-0.38144947598492984
0.001,-0.45603583140601267,-0.06525641853295928,0.42887049468636207,0.526177607281642,0.48682031651122387,0.8173742311024085
0.001,0.03190784048182386,0.2764646392130848,-0.21679057968092136,0.2854673196339623,0.026844369422645745,-0.7033101141013619
0.001,-0.3040751633130925,0.05442579854222541,-0.19427115403211262,-0.315743106426366,0.12175483996149632,-0.25160037679794534
0.001,-0.46342511907573963,0.562439654385413,0.46433829888522227,0.7346444040123459,0.2357533299876507,-0.6966825308088509
0.001,0.597688199180432,-0.04265156591533327,0.2720472529708793,-0.1971520726880144,-0.36360185945067625,0.34148997848941987
0.001,0.28406778487929274,0.5002267085168497,-0.040918305893667614,-0.1779449188225063,0.03859858267331953,-0.47328260341006595
0.001,-0.18269650569519835,0.18191091296253303,-0.46484199754349137,-0.10970233574721533,0.28376410128643603,0.22492043498175837
0.001,0.18281868500961623,0.5013933321474114,1.502023285295825,0.45472614920888454,0.3615108131055001,0.3644582888980437
0.001,-0.6000376452665928,0.46493501821539995,0.4089888741360853,0.0710400903396043,0.15761785076152357,0.620002949938298
0.001,1.1190106612673074,-0.14907853930031223,0.6588115474440717,0.07685903391715393,0.6376031296261611,-0.32523731559438884
0.001,0.16206805947458267,0.5661686407337596,-0.88090888234704,0.4966530431053689,0.08832836710689523,0.14174340814315758
0.001,-0.13588079462487923,-0.09324073448161191,0.30717730056105563,-1.0942486442852626,0.21238109173087277,0.06998872417459479
0.001,-0.44845516589185425,-1.1977169724226493,-0.34753057308238866,0.2563159004445592,0.21478390625521732,0.14080021339203855
0.001,-0.21703306481942097,-0.4398688077724381,0.2911836863353804,-0.3082739521700362,-1.2654720306214882,-0.05438775565538183
0.001,0.3524924213056831,-0.2251862163695953,0.22438326330333677,-0.4621875974980636,-0.34512009010276906,0.361441774166255
0.001,-0.06656848320748526,0.04566084062171852,0.3244485779728419,-0.7488629284858379,-0.28744632052192487,-0.2148977993386862
0.001,0.21178692491421114,-0.19346376644176883,0.43756854056642835,-0.06595884391526317,-0.5013495229270357,-0.05717863977489396
0.001,-0.1321740213737269,0.14516781405161547,0.7084064841080309,-0.24755083626448054,0.37377203375545,-0.5435021661153338
0.001,0.7106532022759728,0.28291210494655783,-0.4944284757690964,0.3650039356914535,0.009423329161146939,-0.1362559026685389
0.001,-0.19143061376250056,0.0361166001380767,-0.20596816206894844,0.7040737993795003,0.3762211861804706,0.5391166901218086
