n_particles,parallel_time,serial_time,Pool,ThreadPool
0,4600,1.009195327758789,3.7941195964813232,True,False
0,4850,0.986438512802124,4.562114000320435,True,False
0,100,0.04914379119873047,0.0034067630767822266,True,False
0,350,0.11119627952575684,0.04352116584777832,True,False
0,600,0.10023379325866699,0.10160326957702637,True,False
0,850,0.1203916072845459,0.17031598091125488,True,False
0,1100,0.18841886520385742,0.3073105812072754,True,False
0,1350,0.19217991828918457,0.4122893810272217,True,False
0,1600,0.19653725624084473,0.5786724090576172,True,False
0,1850,0.2056894302368164,0.7179744243621826,True,False
0,2100,0.244889497756958,0.7939927577972412,True,False
0,2350,0.2972588539123535,1.268369436264038,True,False
0,2600,0.27641773223876953,1.2707335948944092,True,False
0,2850,0.3561441898345947,1.6009974479675293,True,False
0,3100,0.4476583003997803,2.0817110538482666,True,False
0,3350,0.5088486671447754,2.182813882827759,True,False
0,3600,0.4954671859741211,2.4526207447052,True,False
0,3850,0.8347063064575195,3.019596815109253,True,False
0,4100,0.6478757858276367,2.991147994995117,True,False
0,4350,0.7957921028137207,3.41501522064209,True,False
0,4600,1.0192904472351074,3.9146907329559326,True,False
0,4850,1.011061191558838,4.170785903930664,True,False
0,100,0.03855633735656738,0.002290487289428711,True,False
0,350,0.0816953182220459,0.0354161262512207,True,False
0,600,0.1335465908050537,0.0927128791809082,True,False
0,850,0.16730499267578125,0.211472749710083,True,False
0,1100,0.16191935539245605,0.2784390449523926,True,False
0,1350,0.39339566230773926,0.4682278633117676,True,False
0,1600,0.22055792808532715,0.6004297733306885,True,False
0,1850,0.24006938934326172,0.6673104763031006,True,False
0,2100,0.2469940185546875,0.9623160362243652,True,False
0,2350,0.4173603057861328,1.0023832321166992,True,False
0,2600,0.31532812118530273,1.269770860671997,True,False
0,2850,0.39158129692077637,1.6883985996246338,True,False
0,3100,0.4264664649963379,1.8615288734436035,True,False
0,3350,0.47395944595336914,2.2046196460723877,True,False
0,3600,0.718193531036377,2.5389561653137207,True,False
0,3850,0.6349055767059326,2.775357246398926,True,False
0,4100,0.7154958248138428,3.024836540222168,True,False
0,4350,0.8071537017822266,3.5382275581359863,True,False
0,4600,0.9067354202270508,4.252779483795166,True,False
0,4850,1.0348906517028809,4.208472490310669,True,False
0,100,0.03769707679748535,0.002443075180053711,True,False
0,350,0.09227490425109863,0.0318753719329834,True,False
0,600,0.10815024375915527,0.0998525619506836,True,False
0,850,0.11156535148620605,0.17657709121704102,True,False
0,1100,0.18735575675964355,0.3561122417449951,True,False
0,1350,0.17444944381713867,0.38518500328063965,True,False
0,1600,0.18273186683654785,0.5523614883422852,True,False
0,1850,0.24975085258483887,0.7219185829162598,True,False
