index,n_particles,parallel_time,serial_time,tstep/tot_evo_time
0,250,0.12177157402038574,0.20970940589904785,1.0
0,500,0.48680949211120605,0.866462230682373,1.0
0,750,0.9421381950378418,1.921830415725708,1.0
0,1000,1.6087124347686768,3.298452377319336,1.0
0,1250,2.5236878395080566,5.108925819396973,1.0
0,1500,3.729396343231201,7.423364877700806,1.0
0,1750,5.98034930229187,10.539319276809692,1.0
0,2000,9.20967173576355,14.03266429901123,1.0
0,250,0.16765308380126953,0.2677445411682129,1.0
0,500,0.5294909477233887,0.9549102783203125,1.0
0,750,1.3727023601531982,2.0272111892700195,1.0
0,1000,2.265698194503784,3.5502817630767822,1.0
0,1250,3.661884069442749,5.284862756729126,1.0
0,1500,5.191373109817505,8.004402875900269,1.0
0,1750,7.3100056648254395,10.193396806716919,1.0
0,2000,9.335285425186157,14.720087766647339,1.0
0,250,0.13631367683410645,0.2547285556793213,1.0
0,500,0.5454423427581787,0.9500610828399658,1.0
0,750,1.2485439777374268,1.9585707187652588,1.0
0,1000,2.3009352684020996,3.756617546081543,1.0
0,1250,3.645540714263916,5.541795253753662,1.0
0,1500,5.267859220504761,7.737521409988403,1.0
0,1750,7.036491870880127,10.338452339172363,1.0
0,2000,9.071320533752441,13.465657472610474,1.0
0,250,0.19170641899108887,0.30125880241394043,1.0
0,500,0.5218710899353027,0.9625725746154785,1.0
0,750,1.3036725521087646,1.9867033958435059,1.0
0,1000,2.2867352962493896,3.7036774158477783,1.0
0,1250,3.716127872467041,5.418360233306885,1.0
0,1500,5.514959096908569,7.651360750198364,1.0
0,1750,7.369301795959473,10.935523271560669,1.0
0,2000,9.713968515396118,13.885674953460693,1.0
0,250,0.14326930046081543,0.3274400234222412,1.0
0,500,0.5463664531707764,1.000232219696045,1.0
0,750,1.3599913120269775,2.05165433883667,1.0
0,1000,2.3519773483276367,3.5065557956695557,1.0
0,1250,3.8482892513275146,5.393847465515137,1.0
0,1500,5.583292007446289,7.707250118255615,1.0
0,1750,7.122087478637695,10.91974425315857,1.0
0,2000,9.455202579498291,14.295541286468506,1.0
0,250,0.14379358291625977,0.37062907218933105,1.0
0,500,0.5442554950714111,1.0074853897094727,1.0
0,750,1.3682224750518799,2.0934793949127197,1.0
0,1000,2.3892085552215576,3.5010242462158203,1.0
0,1250,4.269826889038086,5.444481134414673,1.0
0,1500,5.4303319454193115,7.715559005737305,1.0
0,1750,7.502371788024902,10.399426698684692,1.0
0,2000,9.789907455444336,13.914367198944092,1.0
0,250,0.15641164779663086,0.27593350410461426,1.0
0,500,0.6284458637237549,0.9552910327911377,1.0
0,750,1.3694369792938232,2.0617129802703857,1.0
0,1000,2.3938755989074707,3.5898642539978027,1.0
0,1250,3.8334031105041504,5.751502990722656,1.0
0,1500,5.213962078094482,7.7836809158325195,1.0
0,1750,8.952707767486572,11.387830972671509,1.0
0,2000,9.754606485366821,13.69390869140625,1.0
0,250,0.1758894920349121,0.27245187759399414,1.0
0,500,0.6274805068969727,0.925861120223999,1.0
0,750,1.3844616413116455,2.1080281734466553,1.0
0,1000,2.3740313053131104,3.515817403793335,1.0
0,1250,3.8974668979644775,5.466332197189331,1.0
0,1500,5.415539503097534,8.029432535171509,1.0
0,1750,7.403230428695679,10.558862209320068,1.0
0,2000,10.413032054901123,13.909136056900024,1.0
0,250,0.1461336612701416,0.27835583686828613,1.0
0,500,0.5982284545898438,0.96807861328125,1.0
0,750,1.3189890384674072,2.065751791000366,1.0
0,1000,2.4916296005249023,3.660921335220337,1.0
0,1250,3.8590123653411865,5.460069179534912,1.0
0,1500,5.462914228439331,7.950188398361206,1.0
0,1750,7.376433849334717,10.624022960662842,1.0
0,2000,9.680234432220459,13.991179704666138,1.0
0,250,0.181610107421875,0.281099796295166,1.0
0,500,0.5874717235565186,0.9736382961273193,1.0
0,750,1.392683982849121,2.116741895675659,1.0
0,1000,2.4502079486846924,3.848280906677246,1.0
0,1250,3.7972421646118164,5.493257522583008,1.0
0,1500,5.4433228969573975,7.973626136779785,1.0
0,1750,7.46737003326416,10.829215049743652,1.0
0,2000,9.595722913742065,13.805537223815918,1.0
0,250,0.13773012161254883,0.2623722553253174,1.0
0,500,0.5540440082550049,0.9272162914276123,1.0
0,750,1.2533094882965088,2.0857934951782227,1.0
0,1000,2.4178102016448975,3.594064235687256,1.0
0,1250,3.818509817123413,5.581016540527344,1.0
0,1500,5.477759838104248,7.782527923583984,1.0
0,1750,7.361269950866699,10.479179859161377,1.0
0,2000,9.74843168258667,13.981872320175171,1.0
0,250,0.1443464756011963,0.27294468879699707,1.0
0,500,0.5675959587097168,1.045046329498291,1.0
0,750,1.394984483718872,2.016998767852783,1.0
0,1000,2.382145881652832,3.5281319618225098,1.0
0,1250,3.67753267288208,5.3966405391693115,1.0
0,1500,5.4230055809021,8.012696504592896,1.0
0,1750,7.460716962814331,10.897459983825684,1.0
0,2000,9.644203901290894,13.754966259002686,1.0
0,250,0.20063328742980957,0.2950565814971924,1.0
0,500,0.5579423904418945,1.0248138904571533,1.0
0,750,1.3751657009124756,2.058769941329956,1.0
0,1000,2.3973000049591064,3.5855724811553955,1.0
0,1250,3.8075203895568848,5.5568647384643555,1.0
0,1500,5.394972324371338,8.176544427871704,1.0
0,1750,7.442660331726074,10.52448034286499,1.0
0,2000,9.552529096603394,13.682487964630127,1.0
0,250,0.15160202980041504,0.2992551326751709,1.0
0,500,0.5550224781036377,1.0135631561279297,1.0
0,750,1.396397590637207,2.187077283859253,1.0
0,1000,2.3938398361206055,3.652259349822998,1.0
0,1250,3.8177201747894287,5.453557968139648,1.0
0,1500,5.450272083282471,7.98466944694519,1.0
0,1750,7.3925461769104,10.564246892929077,1.0
0,2000,10.038758277893066,13.729447603225708,1.0
0,250,0.14285755157470703,0.2682523727416992,1.0
0,500,0.6197350025177002,0.9658305644989014,1.0
0,750,1.2965545654296875,2.0440917015075684,1.0
0,1000,2.4482359886169434,3.6135525703430176,1.0
0,1250,3.7471225261688232,5.496748208999634,1.0
0,1500,5.498764276504517,7.791271686553955,1.0
0,1750,7.531790494918823,11.475897073745728,1.0
0,2000,9.68979787826538,13.887959003448486,1.0
0,250,0.1477503776550293,0.2804741859436035,1.0
0,500,0.6347002983093262,0.9922828674316406,1.0
0,750,1.3634090423583984,2.0382368564605713,1.0
0,1000,2.3853793144226074,3.5905678272247314,1.0
0,1250,3.8660902976989746,5.444218158721924,1.0
0,1500,5.429027318954468,7.774036169052124,1.0
0,1750,7.487562656402588,10.969501495361328,1.0
0,2000,9.608299970626831,14.286344528198242,1.0
0,250,0.15137457847595215,0.2878601551055908,1.0
0,500,0.546342134475708,0.9919722080230713,1.0
0,750,1.294320821762085,2.090855836868286,1.0
0,1000,2.4267237186431885,3.530097723007202,1.0
0,1250,3.8886239528656006,5.6782426834106445,1.0
0,1500,5.525156021118164,7.95571494102478,1.0
0,1750,7.523159503936768,11.078181982040405,1.0
0,2000,9.730274200439453,14.06140422821045,1.0
0,250,0.14216327667236328,0.2740213871002197,1.0
0,500,0.596513032913208,0.9404776096343994,1.0
0,750,1.2865991592407227,2.05338716506958,1.0
0,1000,2.376460552215576,3.4819555282592773,1.0
0,1250,3.703655242919922,5.550069808959961,1.0
0,1500,6.496262788772583,8.59322738647461,1.0
0,1750,7.43731951713562,10.65585994720459,1.0
0,2000,9.83050537109375,14.542577743530273,1.0
0,250,0.14673376083374023,0.28714585304260254,1.0
0,500,0.5658485889434814,1.1027898788452148,1.0
0,750,1.5304527282714844,2.0745906829833984,1.0
0,1000,2.4004523754119873,3.5850627422332764,1.0
0,1250,3.8729915618896484,5.629638195037842,1.0
0,1500,5.490930557250977,7.742058515548706,1.0
0,1750,7.563663721084595,11.124648094177246,1.0
0,2000,9.681600570678711,14.12467336654663,1.0
0,250,0.1446669101715088,0.270688533782959,1.0
0,500,0.5920753479003906,0.94112229347229,1.0
0,750,1.3287265300750732,2.140493631362915,1.0
0,1000,2.44827938079834,3.484365224838257,1.0
0,1250,3.786874771118164,5.6629862785339355,1.0
0,1500,5.568567752838135,7.782517910003662,1.0
0,1750,7.441294431686401,10.550960302352905,1.0
0,2000,9.682072162628174,14.01049280166626,1.0
0,250,0.1430225372314453,0.32827019691467285,1.0
0,500,0.6074552536010742,0.9690439701080322,1.0
0,750,1.351205587387085,2.0601658821105957,1.0
0,1000,2.415112257003784,3.5327963829040527,1.0
0,1250,3.9129724502563477,5.6969170570373535,1.0
0,1500,5.417506694793701,7.805623531341553,1.0
0,1750,7.343823432922363,10.639811277389526,1.0
0,2000,9.698267459869385,14.19555401802063,1.0
0,250,0.1855320930480957,0.2704439163208008,1.0
0,500,0.6296157836914062,0.9339420795440674,1.0
0,750,1.276982069015503,2.0532584190368652,1.0
0,1000,2.4378299713134766,3.5154736042022705,1.0
0,1250,3.8926196098327637,5.663979530334473,1.0
0,1500,5.5261101722717285,7.763821125030518,1.0
0,1750,7.391608715057373,10.590077877044678,1.0
0,2000,9.616324663162231,14.059248447418213,1.0
0,250,0.14241981506347656,0.26399731636047363,1.0
0,500,0.55859375,0.9599952697753906,1.0
0,750,1.2855887413024902,2.0405027866363525,1.0
0,1000,2.5096499919891357,3.6777281761169434,1.0
0,1250,3.785614490509033,5.517789602279663,1.0
0,1500,5.622684955596924,8.091126918792725,1.0
0,1750,7.41744065284729,10.444677829742432,1.0
0,2000,9.76453161239624,13.977457046508789,1.0
0,250,0.1486513614654541,0.2810652256011963,1.0
0,500,0.548865795135498,1.0134155750274658,1.0
0,750,1.3853678703308105,2.061066150665283,1.0
0,1000,2.4759182929992676,3.6221630573272705,1.0
0,1250,4.063156366348267,5.497697591781616,1.0
0,1500,5.45258355140686,7.839521169662476,1.0
0,1750,7.463098764419556,10.620501279830933,1.0
0,2000,9.644184350967407,14.244853258132935,1.0
0,250,0.14643287658691406,0.2652297019958496,1.0
0,500,0.5594954490661621,0.9284634590148926,1.0
0,750,1.2561635971069336,2.0683085918426514,1.0
0,1000,2.40301513671875,3.534370183944702,1.0
0,1250,3.799255847930908,5.463273763656616,1.0
0,1500,5.496466875076294,7.787089109420776,1.0
0,1750,7.4527199268341064,11.498551368713379,1.0
0,2000,9.748184204101562,13.878836393356323,1.0
0,250,0.1476902961730957,0.28053784370422363,1.0
0,500,0.6360094547271729,0.9550361633300781,1.0
0,750,1.3849549293518066,2.1248879432678223,1.0
0,1000,2.4242360591888428,3.5723671913146973,1.0
0,1250,3.848249673843384,5.574297666549683,1.0
0,1500,5.547832250595093,8.201539754867554,1.0
0,1750,7.607367753982544,10.894751787185669,1.0
0,2000,9.562265157699585,13.562379837036133,1.0
0,250,0.1442415714263916,0.2790334224700928,1.0
0,500,0.5600645542144775,0.9588949680328369,1.0
