-3.1500000000000000e-02 0.0000000000000000e+00 0.0000000000000000e+00  0.0000000000000000e+00 -3.2120803721981050e+00 0.0000000000000000e+00  1.0000000000000000e+00  4.6491303438174012e-03     50  0.0000000000000000e+00 -1.8243665129435760e+00 3.2966428931819163e+00
3.1500000000000000e-02 0.0000000000000000e+00 0.0000000000000000e+00  0.0000000000000000e+00 3.2120803721981050e+00 0.0000000000000000e+00  1.0000000000000000e+00  4.6491303438174012e-03     50  0.0000000000000000e+00 0.0000000000000000e+00 6.6561079540010144e+02
