2.8149113145121379e-03  -3.1198913358959770e-04  2.1903703474108271e-05  -1.1379174134641863e-03  4.1280134617986131e-03  6.2963115623115501e-06  1.9891000000000000e+02  0.0 0
-9.0635605267474731e-02  2.9850180754268019e-01  3.2995854621151260e-02  -2.6637908295184864e+01  -6.0155412085849900e+00  1.9599665072674630e+00  3.3019999999999999e-05  0.0 0
6.1332766914351100e-01  3.8779038721990833e-01  -3.0052509652087632e-02  -8.9489127555980996e+00  1.3925634707554938e+01  7.0392627199910762e-01  4.8684999999999999e-04  0.0 0
4.4421242527035870e-01  -9.1571027679078054e-01  -1.5607459113672453e-04  1.2467356639745860e+01  6.0799851774025253e+00  1.9316532537891381e-03  5.9736000000000001e-04  0.0 0
-1.4859434990475129e+00  7.4521826227068999e-01  5.2498712846456491e-02  -4.6995771517980884e+00  -9.2777372982935304e+00  -7.7786418510620778e-02  6.4184999999999996e-05  0.0 0
-5.1472667733745716e+00  -1.7865673450284296e+00  1.2280791497617440e-01  1.9549610905352175e+00  -5.5568694850967795e+00  -2.1257370913362501e-02  1.8981300000000001e-01  0.0 0
7.9614436758266507e+00  4.7346834914945104e+00  -3.9916198721305451e-01  -2.5871110678027338e+00  3.9189841322185770e+00  3.3589378153466520e-02  5.6831899999999998e-02   0.0 0
8.1601623772629885e+00  -1.7893048741335718e+01  -1.7269016342111229e-01  2.9092694215612163e+00  1.1881564962968811e+00  -3.3333256084327363e-02  8.6810299999999993e-03   0.0 0 
-1.0415621794673237e+01  2.8089241401224932e+01  -3.3843065139517958e-01  -2.4280801870779642e+00  -8.7803850064208067e-01  7.4077007347177912e-02  1.0241000000000000e-02   0.0 0
1.7890435108448453e+00  4.4979913281013800e+01  -5.3335981537460402e+00  -1.8425403291581028e+00  -2.6239211594843692e-01  5.6044532241626188e-01  1.3140000000000000e-06   0.0 0
