index,n_particles,n_simulations,parallel_time,serial_time
0,250,5,2.752937078475952,0.04392600059509277
0,500,5,2.818051338195801,0.1614551544189453
0,750,5,2.9045701026916504,0.360278844833374
0,1000,5,3.0613677501678467,0.6096813678741455
0,1250,5,3.2548630237579346,0.8904390335083008
0,1500,5,3.382830858230591,1.273385763168335
0,1750,5,3.8495230674743652,2.0754146575927734
0,2000,5,4.127969264984131,2.3124639987945557
0,250,1,1.7286734580993652,0.006961822509765625
0,500,1,1.494091510772705,0.025218725204467773
0,750,1,1.52549147605896,0.06550216674804688
0,1000,1,1.543483018875122,0.11375904083251953
0,1250,1,1.61952805519104,0.19221258163452148
0,1500,1,1.735567569732666,0.24490046501159668
0,1750,1,1.7586112022399902,0.32854461669921875
0,2000,1,1.783754825592041,0.4362049102783203
0,250,2,1.72249174118042,0.016034603118896484
0,500,2,1.7246627807617188,0.057468414306640625
0,750,2,1.753479242324829,0.1391160488128662
0,1000,2,1.9075767993927002,0.21837449073791504
0,1250,2,1.8933436870574951,0.3628695011138916
0,1500,2,2.283159017562866,0.4803311824798584
0,1750,2,2.103961706161499,0.6416893005371094
0,2000,2,2.2328553199768066,0.8996808528900146
0,250,3,2.13493013381958,0.022663116455078125
0,500,3,2.276583671569824,0.09090828895568848
0,750,3,2.4611527919769287,0.20083236694335938
0,1000,3,2.34941029548645,0.3500204086303711
0,1250,3,2.3167357444763184,0.5779125690460205
0,1500,3,2.620504856109619,0.7596814632415771
0,1750,3,2.6139421463012695,1.0482699871063232
0,2000,3,2.8841488361358643,1.4054772853851318
0,250,4,2.599137306213379,0.03669095039367676
0,500,4,2.560319662094116,0.12410664558410645
0,750,4,2.610628366470337,0.27603626251220703
0,1000,4,2.68121075630188,0.4589836597442627
0,1250,4,2.7459638118743896,0.7158691883087158
0,1500,4,3.023603916168213,1.0207030773162842
0,1750,4,3.3974268436431885,1.33339262008667
0,2000,4,3.5220155715942383,2.00309157371521
0,250,5,2.869393825531006,0.0455784797668457
0,500,5,2.875025987625122,0.16963553428649902
0,750,5,3.004260540008545,0.36075854301452637
0,1000,5,3.0139737129211426,0.5933771133422852
0,1250,5,3.244692087173462,0.8838396072387695
0,1500,5,3.332420587539673,1.287426471710205
0,1750,5,3.6315317153930664,1.7462844848632812
0,2000,5,4.079847097396851,2.496131181716919
0,250,1,1.814863681793213,0.008196830749511719
0,500,1,1.483891487121582,0.025979995727539062
0,750,1,1.4639806747436523,0.07267475128173828
0,1000,1,1.544973611831665,0.1245579719543457
0,1250,1,1.6180663108825684,0.16742753982543945
0,1500,1,1.6242563724517822,0.2562079429626465
0,1750,1,1.7830698490142822,0.3183140754699707
0,2000,1,1.8422508239746094,0.4246041774749756
0,250,2,1.786543846130371,0.01660943031311035
0,500,2,1.7161667346954346,0.05974745750427246
0,750,2,1.80263352394104,0.13503527641296387
0,1000,2,1.8014857769012451,0.2333087921142578
0,1250,2,1.9369494915008545,0.34751272201538086
0,1500,2,2.0423412322998047,0.489727258682251
0,1750,2,2.145181894302368,0.6688442230224609
0,2000,2,2.551936149597168,0.8669657707214355
0,250,3,2.2705094814300537,0.026592731475830078
0,500,3,2.1365883350372314,0.098724365234375
0,750,3,2.3185629844665527,0.20130515098571777
0,1000,3,2.457409620285034,0.34798502922058105
0,1250,3,2.3899319171905518,0.5502457618713379
0,1500,3,2.5980844497680664,0.7341313362121582
0,1750,3,2.649102210998535,1.1994409561157227
0,2000,3,3.061068296432495,1.3995952606201172
0,250,4,2.4201700687408447,0.03283238410949707
0,500,4,2.575538396835327,0.13389110565185547
0,750,4,2.631359815597534,0.28653383255004883
0,1000,4,2.8448033332824707,0.4574313163757324
0,1250,4,2.879833221435547,0.7016477584838867
0,1500,4,3.4942455291748047,1.0335800647735596
0,1750,4,3.089414358139038,1.3287651538848877
0,2000,4,3.828407049179077,1.7471659183502197
0,250,5,2.94598388671875,0.04126238822937012
0,500,5,2.8814663887023926,0.16288208961486816
0,750,5,3.0926826000213623,0.3389773368835449
0,1000,5,3.0671372413635254,0.611011266708374
0,1250,5,3.2838551998138428,0.9003849029541016
0,1500,5,3.398221731185913,1.2460780143737793
0,1750,5,3.6413187980651855,1.6807515621185303
0,2000,5,4.085461854934692,2.3618500232696533
0,250,1,1.579317331314087,0.0069217681884765625
0,500,1,1.4540817737579346,0.026108503341674805
0,750,1,1.5076375007629395,0.06445050239562988
0,1000,1,1.550431251525879,0.1097252368927002
0,1250,1,1.6027038097381592,0.17195892333984375
0,1500,1,1.654250144958496,0.25268077850341797
0,1750,1,1.752814769744873,0.34965085983276367
0,2000,1,1.8871791362762451,0.42200779914855957
0,250,2,1.8650445938110352,0.014920234680175781
0,500,2,1.7931618690490723,0.06990528106689453
0,750,2,1.8825592994689941,0.1291201114654541
0,1000,2,1.846923589706421,0.22790122032165527
0,1250,2,1.8453714847564697,0.3707773685455322
0,1500,2,1.911116123199463,0.4891695976257324
0,1750,2,2.1134610176086426,0.6649990081787109
0,2000,2,2.316950798034668,0.8840653896331787
0,250,3,2.1123502254486084,0.027922630310058594
0,500,3,2.0837864875793457,0.08968806266784668
0,750,3,2.2588095664978027,0.19531798362731934
0,1000,3,2.3075039386749268,0.331615686416626
0,1250,3,2.4605820178985596,0.5079760551452637
0,1500,3,2.4950175285339355,0.7087104320526123
0,1750,3,2.7136876583099365,1.039656400680542
0,2000,3,2.912355899810791,1.4226279258728027
0,250,4,2.509181261062622,0.03324460983276367
0,500,4,2.540512800216675,0.1220393180847168
0,750,4,2.378920078277588,0.2760891914367676
0,1000,4,2.7956860065460205,0.4365265369415283
0,1250,4,2.736100435256958,0.7016232013702393
0,1500,4,2.9334654808044434,0.9377834796905518
0,1750,4,3.1981117725372314,1.3234243392944336
0,2000,4,3.471472978591919,1.7254934310913086
0,250,5,2.9521541595458984,0.04035162925720215
0,500,5,2.999807119369507,0.18762612342834473
0,750,5,3.022634506225586,0.38336777687072754
0,1000,5,3.349590539932251,0.6363790035247803
0,1250,5,3.1735763549804688,0.8662188053131104
0,1500,5,3.3704395294189453,1.243201494216919
0,1750,5,3.651437997817993,1.6908173561096191
0,2000,5,3.7035927772521973,2.5580523014068604
0,250,1,1.4407267570495605,0.006139516830444336
0,500,1,1.4519047737121582,0.028100013732910156
0,750,1,1.4278137683868408,0.06416201591491699
0,1000,1,1.5458712577819824,0.11372733116149902
0,1250,1,1.5514848232269287,0.16879701614379883
0,1500,1,1.6226327419281006,0.23665308952331543
0,1750,1,1.6824698448181152,0.3434295654296875
0,2000,1,1.8073971271514893,0.4142911434173584
0,250,2,1.8883321285247803,0.015445709228515625
0,500,2,2.0832626819610596,0.07500147819519043
0,750,2,1.7858095169067383,0.13736200332641602
0,1000,2,1.851569414138794,0.22672653198242188
0,1250,2,2.1845757961273193,0.36818480491638184
0,1500,2,1.995380163192749,0.5071055889129639
0,1750,2,2.229269027709961,0.6896452903747559
0,2000,2,2.2732789516448975,0.888603925704956
0,250,3,2.072539806365967,0.02509021759033203
0,500,3,2.1696622371673584,0.08867907524108887
0,750,3,2.2909939289093018,0.20649170875549316
0,1000,3,2.339489698410034,0.33754491806030273
0,1250,3,2.4030067920684814,0.5355136394500732
0,1500,3,2.500894784927368,0.7395584583282471
0,1750,3,2.689415454864502,0.9815218448638916
0,2000,3,2.8318145275115967,1.4298956394195557
0,250,4,2.336287260055542,0.035341739654541016
0,500,4,2.515228271484375,0.12336540222167969
0,750,4,2.597491502761841,0.26854777336120605
0,1000,4,2.7079837322235107,0.4545316696166992
0,1250,4,2.7583212852478027,0.7330076694488525
0,1500,4,3.851449966430664,1.441230058670044
0,1750,4,3.1838202476501465,1.3059921264648438
0,2000,4,3.5791995525360107,2.1507766246795654
0,250,5,2.9459409713745117,0.04317665100097656
0,500,5,2.9611706733703613,0.1648542881011963
0,750,5,2.9975457191467285,0.36879587173461914
0,1000,5,3.9832499027252197,0.9238724708557129
0,1250,5,4.926329851150513,1.4294865131378174
0,1500,5,3.9208998680114746,1.268139123916626
0,1750,5,3.935354471206665,1.743532657623291
0,2000,5,3.89408278465271,2.6708178520202637
0,250,1,1.4664227962493896,0.007300853729248047
0,500,1,1.4478633403778076,0.02666187286376953
0,750,1,1.5389313697814941,0.06724905967712402
0,1000,1,1.5474843978881836,0.10379600524902344
0,1250,1,1.5711431503295898,0.17429137229919434
0,1500,1,1.6883609294891357,0.24478507041931152
0,1750,1,1.7482974529266357,0.3500659465789795
0,2000,1,1.8354647159576416,0.45758509635925293
0,250,2,1.7976899147033691,0.015172719955444336
0,500,2,1.824899435043335,0.061466217041015625
0,750,2,1.7795474529266357,0.13529253005981445
0,1000,2,1.8579561710357666,0.22467565536499023
0,1250,2,1.9888315200805664,0.35585498809814453
0,1500,2,2.0412492752075195,0.5112054347991943
0,1750,2,2.286179780960083,0.6810407638549805
0,2000,2,2.3702774047851562,1.0725460052490234
0,250,3,2.189990520477295,0.024900436401367188
0,500,3,2.2390735149383545,0.08983206748962402
0,750,3,2.302947521209717,0.21551179885864258
0,1000,3,2.4528086185455322,0.34400343894958496
0,1250,3,2.3907527923583984,0.5295906066894531
0,1500,3,2.626911163330078,0.7436258792877197
0,1750,3,2.7735440731048584,1.0077927112579346
0,2000,3,2.849809169769287,1.5816295146942139
0,250,4,2.582289695739746,0.034564971923828125
0,500,4,2.5372490882873535,0.15004205703735352
0,750,4,2.599968194961548,0.2802600860595703
0,1000,4,2.725238084793091,0.4646773338317871
0,1250,4,2.9109859466552734,0.7465670108795166
0,1500,4,2.890151023864746,1.1558570861816406
0,1750,4,3.3006699085235596,1.351649284362793
0,2000,4,3.566802740097046,2.056048631668091
0,250,5,2.963557004928589,0.04526853561401367
0,500,5,2.9792768955230713,0.157515287399292
0,750,5,2.981300115585327,0.35915040969848633
0,1000,5,3.112821340560913,0.6043264865875244
0,1250,5,3.3422293663024902,0.8864052295684814
0,1500,5,3.3462533950805664,1.2458996772766113
0,1750,5,3.7963740825653076,1.6588504314422607
0,2000,5,4.230837106704712,2.4951696395874023
0,250,1,1.6331417560577393,0.007020711898803711
0,500,1,1.5001842975616455,0.026302099227905273
0,750,1,1.488116979598999,0.0643608570098877
0,1000,1,1.5809719562530518,0.11250042915344238
0,1250,1,1.596587896347046,0.16959714889526367
0,1500,1,1.7128138542175293,0.2417922019958496
0,1750,1,1.7298147678375244,0.3451375961303711
0,2000,1,1.8798751831054688,0.4179258346557617
0,250,2,1.8519480228424072,0.01549983024597168
0,500,2,1.7745301723480225,0.05935406684875488
0,750,2,1.8332700729370117,0.15987443923950195
0,1000,2,1.9329822063446045,0.2346646785736084
0,1250,2,1.9914066791534424,0.35635924339294434
0,1500,2,2.058636426925659,0.5388627052307129
0,1750,2,2.202321767807007,0.7030050754547119
0,2000,2,2.5211403369903564,0.8637619018554688
0,250,3,2.21958589553833,0.024495601654052734
0,500,3,2.2098262310028076,0.09039568901062012
0,750,3,2.210577964782715,0.21085071563720703
0,1000,3,2.3219621181488037,0.3473958969116211
0,1250,3,2.4451074600219727,0.5632853507995605
0,1500,3,2.4312515258789062,0.783538818359375
0,1750,3,2.717527389526367,0.9711477756500244
0,2000,3,3.108008623123169,1.335416316986084
0,250,4,2.8346519470214844,0.03269314765930176
0,500,4,2.5868992805480957,0.12208366394042969
0,750,4,2.6140618324279785,0.27330899238586426
0,1000,4,2.8566761016845703,0.44481420516967773
0,1250,4,2.8141753673553467,0.7191274166107178
0,1500,4,2.9716086387634277,1.0033202171325684
0,1750,4,3.2750303745269775,1.3533177375793457
0,2000,4,3.5544352531433105,2.064578056335449
0,250,5,3.144253730773926,0.0649251937866211
0,500,5,2.8726274967193604,0.17124414443969727
0,750,5,2.928035259246826,0.3524343967437744
0,1000,5,3.1860191822052,0.56960129737854
0,1250,5,3.2157092094421387,0.9147739410400391
0,1500,5,3.383737087249756,1.272688865661621
0,1750,5,3.8398854732513428,1.763357400894165
0,2000,5,4.113331317901611,2.4922893047332764
0,250,1,1.6332621574401855,0.007652997970581055
0,500,1,1.4961955547332764,0.026922225952148438
0,750,1,1.520357370376587,0.06392502784729004
0,1000,1,1.489938497543335,0.10753726959228516
0,1250,1,1.6264407634735107,0.17442655563354492
0,1500,1,1.6508493423461914,0.25394678115844727
0,1750,1,1.777766227722168,0.35024142265319824
0,2000,1,1.820427656173706,0.4346184730529785
0,250,2,1.7773022651672363,0.016587495803833008
0,500,2,1.854381799697876,0.05639791488647461
0,750,2,1.815187692642212,0.14062023162841797
0,1000,2,1.9034173488616943,0.2720804214477539
0,1250,2,2.195340871810913,0.35778260231018066
0,1500,2,2.065723419189453,0.4866311550140381
0,1750,2,2.266688346862793,0.6526920795440674
0,2000,2,2.39410400390625,0.8811430931091309
0,250,3,2.1643764972686768,0.02481532096862793
0,500,3,2.2720847129821777,0.08641600608825684
0,750,3,2.2025787830352783,0.21571707725524902
0,1000,3,2.3427021503448486,0.36514949798583984
0,1250,3,2.449489116668701,0.5581843852996826
0,1500,3,2.5668675899505615,0.7528131008148193
0,1750,3,2.8112823963165283,0.9973845481872559
0,2000,3,3.036820650100708,1.3253486156463623
0,250,4,2.5440399646759033,0.03331112861633301
0,500,4,2.617291212081909,0.12045598030090332
0,750,4,2.7123146057128906,0.29110264778137207
0,1000,4,2.8750429153442383,0.4797372817993164
0,1250,4,2.853512763977051,0.7231438159942627
0,1500,4,3.0282182693481445,1.0081593990325928
0,1750,4,3.2440178394317627,1.2896640300750732
0,2000,4,3.5848500728607178,1.913020372390747
0,250,5,3.2369320392608643,0.05575704574584961
0,500,5,3.489987373352051,0.17925262451171875
0,750,5,3.5597565174102783,0.38651132583618164
0,1000,5,3.6187572479248047,0.6525306701660156
0,1250,5,3.759443521499634,1.051128625869751
0,1500,5,3.5127623081207275,1.5062479972839355
0,1750,5,3.7876534461975098,1.7182683944702148
0,2000,5,4.249691009521484,2.6029701232910156
0,250,1,1.471184253692627,0.006922721862792969
0,500,1,1.4625155925750732,0.02735733985900879
0,750,1,1.5467848777770996,0.06594324111938477
0,1000,1,1.542673110961914,0.10336184501647949
0,1250,1,1.5938653945922852,0.18502092361450195
0,1500,1,1.7487726211547852,0.2545149326324463
0,1750,1,1.7744336128234863,0.3326742649078369
0,2000,1,1.9126067161560059,0.42435622215270996
0,250,2,1.822218894958496,0.01607060432434082
0,500,2,1.8869028091430664,0.062375783920288086
0,750,2,1.8007888793945312,0.14345097541809082
0,1000,2,1.843022346496582,0.24874210357666016
0,1250,2,2.1328201293945312,0.3427128791809082
0,1500,2,2.1793782711029053,0.4998056888580322
0,1750,2,2.1490478515625,0.6673948764801025
0,2000,2,2.3301055431365967,0.9873263835906982
0,250,3,2.1735525131225586,0.024653196334838867
0,500,3,2.1997227668762207,0.08528733253479004
0,750,3,2.3036160469055176,0.2211906909942627
0,1000,3,2.359646797180176,0.3369581699371338
0,1250,3,2.3020012378692627,0.5791523456573486
0,1500,3,2.5601773262023926,0.7177021503448486
0,1750,3,2.7323684692382812,1.0248429775238037
0,2000,3,2.989266872406006,1.475353717803955
0,250,4,2.5838959217071533,0.039766550064086914
0,500,4,2.546189546585083,0.1262190341949463
0,750,4,2.6148288249969482,0.2916548252105713
0,1000,4,2.6839420795440674,0.46245479583740234
0,1250,4,2.8345253467559814,0.7658498287200928
0,1500,4,3.040243625640869,0.9684538841247559
0,1750,4,3.0797810554504395,1.3660039901733398
0,2000,4,3.4577701091766357,1.9269187450408936
0,250,5,3.0228331089019775,0.04773116111755371
0,500,5,2.8928213119506836,0.17624449729919434
0,750,5,2.977316379547119,0.37380170822143555
0,1000,5,3.1030797958374023,0.6147661209106445
0,1250,5,3.203770399093628,0.8941969871520996
0,1500,5,3.387143135070801,1.2944238185882568
0,1750,5,3.942471742630005,1.7223222255706787
0,2000,5,4.130927801132202,2.549548387527466
0,250,1,1.81583571434021,0.007305622100830078
0,500,1,1.4602603912353516,0.02617359161376953
0,750,1,1.4617674350738525,0.06872868537902832
0,1000,1,1.5608973503112793,0.1137247085571289
0,1250,1,1.6330437660217285,0.17611169815063477
0,1500,1,1.6956522464752197,0.24530243873596191
0,1750,1,1.7854795455932617,0.33070945739746094
0,2000,1,1.9065840244293213,0.4394080638885498
0,250,2,1.7764027118682861,0.016950368881225586
0,500,2,1.7631456851959229,0.06096959114074707
0,750,2,1.8401095867156982,0.14435672760009766
0,1000,2,1.8978314399719238,0.23779678344726562
0,1250,2,1.989126443862915,0.37953662872314453
0,1500,2,2.171363353729248,0.508751630783081
0,1750,2,2.1840572357177734,0.6990008354187012
0,2000,2,2.552757501602173,0.8655719757080078
0,250,3,2.309990882873535,0.024306297302246094
0,500,3,2.1655218601226807,0.0906214714050293
0,750,3,2.5012528896331787,0.23296117782592773
0,1000,3,2.2879045009613037,0.35333704948425293
0,1250,3,2.52901291847229,0.5394587516784668
0,1500,3,2.64013409614563,0.7332935333251953
0,1750,3,2.7307260036468506,1.0038738250732422
0,2000,3,3.084646463394165,1.3231902122497559
0,250,4,2.5124266147613525,0.04095005989074707
0,500,4,2.788774013519287,0.12239885330200195
0,750,4,2.629504442214966,0.28586864471435547
0,1000,4,2.8410418033599854,0.4564189910888672
0,1250,4,2.874986171722412,0.7167232036590576
0,1500,4,3.1281843185424805,1.0613222122192383
0,1750,4,3.194232702255249,1.4024510383605957
0,2000,4,3.500060796737671,2.020411252975464
0,250,5,3.0044796466827393,0.04436802864074707
0,500,5,3.0319907665252686,0.20018863677978516
0,750,5,3.098531723022461,0.35301828384399414
0,1000,5,3.2268621921539307,0.6076276302337646
0,1250,5,3.2875266075134277,0.9168362617492676
0,1500,5,3.5464706420898438,1.3148207664489746
0,1750,5,4.018313646316528,1.6625418663024902
0,2000,5,4.2559263706207275,2.475731372833252
0,250,1,1.4954185485839844,0.006967782974243164
0,500,1,1.6753931045532227,0.02689981460571289
0,750,1,1.499985694885254,0.06705307960510254
0,1000,1,1.573657512664795,0.11048603057861328
0,1250,1,1.615830898284912,0.18413305282592773
0,1500,1,1.6946682929992676,0.24404215812683105
0,1750,1,1.9671032428741455,0.33136677742004395
0,2000,1,1.8393728733062744,0.4726402759552002
0,250,2,1.8219001293182373,0.015906333923339844
0,500,2,1.791780710220337,0.05649590492248535
0,750,2,1.9321632385253906,0.14315414428710938
0,1000,2,1.9203791618347168,0.23616933822631836
0,1250,2,2.151127815246582,0.3509392738342285
0,1500,2,2.1175076961517334,0.4834418296813965
0,1750,2,2.190138339996338,0.6598250865936279
0,2000,2,2.5067248344421387,0.9515562057495117
0,250,3,2.1763899326324463,0.02581167221069336
0,500,3,2.1388463973999023,0.09326863288879395
0,750,3,2.2132723331451416,0.2257528305053711
0,1000,3,2.358050584793091,0.3395359516143799
0,1250,3,2.435291051864624,0.5231037139892578
0,1500,3,2.60792875289917,0.7848341464996338
0,1750,3,2.96000337600708,0.9968981742858887
0,2000,3,3.1692264080047607,1.7741780281066895
0,250,4,2.6426846981048584,0.032801151275634766
0,500,4,2.497859477996826,0.13646411895751953
0,750,4,2.688269853591919,0.2900269031524658
0,1000,4,2.705288887023926,0.5122573375701904
0,1250,4,3.0163395404815674,0.7133924961090088
0,1500,4,2.914504289627075,0.9920508861541748
0,1750,4,3.273930311203003,1.3284327983856201
0,2000,4,3.5933964252471924,2.137420177459717
0,250,5,2.879981517791748,0.04362893104553223
0,500,5,2.9374845027923584,0.16793489456176758
0,750,5,2.9972386360168457,0.39148378372192383
0,1000,5,3.102163076400757,0.6115102767944336
0,1250,5,3.342709541320801,0.8883798122406006
0,1500,5,3.3762924671173096,1.2787792682647705
0,1750,5,3.5382351875305176,1.7208805084228516
0,2000,5,4.1589274406433105,2.3582842350006104
0,250,1,1.5921626091003418,0.006930351257324219
0,500,1,1.5318372249603271,0.035733699798583984
0,750,1,1.4866843223571777,0.06470036506652832
0,1000,1,1.5793838500976562,0.10949158668518066
0,1250,1,1.5810930728912354,0.16891074180603027
0,1500,1,1.7250218391418457,0.25423455238342285
0,1750,1,1.7275772094726562,0.3859877586364746
0,2000,1,2.0046517848968506,0.4352412223815918
0,250,2,1.7666823863983154,0.01690816879272461
0,500,2,1.7784385681152344,0.05979466438293457
0,750,2,1.901317834854126,0.15166592597961426
0,1000,2,1.9756510257720947,0.2304401397705078
0,1250,2,1.9936861991882324,0.35883259773254395
0,1500,2,2.190113067626953,0.4937894344329834
0,1750,2,2.2331414222717285,0.6725826263427734
0,2000,2,2.4068126678466797,0.8830039501190186
0,250,3,2.9196250438690186,0.03057718276977539
0,500,3,2.2443950176239014,0.09134936332702637
0,750,3,2.371391773223877,0.20427441596984863
0,1000,3,2.327105760574341,0.34982919692993164
0,1250,3,2.4578185081481934,0.5265130996704102
0,1500,3,2.5560507774353027,0.7361221313476562
0,1750,3,2.6205573081970215,1.0112109184265137
0,2000,3,3.05383038520813,1.3974666595458984
0,250,4,2.6191437244415283,0.031952857971191406
0,500,4,2.5188632011413574,0.12331247329711914
0,750,4,2.759093761444092,0.28548383712768555
0,1000,4,3.0196006298065186,0.49872517585754395
0,1250,4,2.8523898124694824,0.6956214904785156
0,1500,4,3.0457637310028076,1.052929162979126
0,1750,4,3.1224114894866943,1.353212594985962
0,2000,4,3.6185197830200195,1.7617452144622803
0,250,5,3.2363829612731934,0.03908562660217285
0,500,5,3.048402786254883,0.16164350509643555
0,750,5,3.2321112155914307,0.3557407855987549
0,1000,5,3.2231240272521973,0.6053369045257568
0,1250,5,3.302262306213379,0.9539816379547119
0,1500,5,3.4765069484710693,1.2956409454345703
0,1750,5,3.9040727615356445,1.7050156593322754
0,2000,5,4.144703388214111,2.356006622314453
0,250,1,1.6229324340820312,0.007157087326049805
0,500,1,1.9461238384246826,0.028310775756835938
0,750,1,1.5041720867156982,0.07073974609375
0,1000,1,1.6037464141845703,0.11144447326660156
0,1250,1,1.6294734477996826,0.17182612419128418
0,1500,1,1.7024939060211182,0.2517070770263672
0,1750,1,1.7715115547180176,0.3188934326171875
0,2000,1,1.881061315536499,0.41894078254699707
0,250,2,1.810882806777954,0.017324447631835938
0,500,2,1.8167660236358643,0.05798649787902832
0,750,2,1.8890762329101562,0.14287996292114258
0,1000,2,1.9396300315856934,0.2293555736541748
0,1250,2,2.0400938987731934,0.4482102394104004
0,1500,2,2.0866799354553223,0.5104031562805176
0,1750,2,2.2537169456481934,0.6943292617797852
0,2000,2,2.4233081340789795,1.0377957820892334
0,250,3,2.1266210079193115,0.025644779205322266
0,500,3,2.274224281311035,0.09873151779174805
0,750,3,2.2159557342529297,0.21586918830871582
0,1000,3,2.3236160278320312,0.35056138038635254
0,1250,3,2.4350426197052,0.5485081672668457
0,1500,3,2.4810402393341064,0.7689728736877441
0,1750,3,2.7545011043548584,1.0056524276733398
0,2000,3,2.938915252685547,1.281820297241211
0,250,4,2.496662139892578,0.03720903396606445
0,500,4,2.528249502182007,0.12542080879211426
0,750,4,2.8214964866638184,0.28662896156311035
0,1000,4,2.838070869445801,0.48503541946411133
0,1250,4,2.9291903972625732,0.7036166191101074
0,1500,4,3.0052878856658936,1.0515365600585938
0,1750,4,3.2863352298736572,1.358830451965332
0,2000,4,3.634014368057251,1.8028411865234375
0,250,5,3.171334981918335,0.04383516311645508
0,500,5,3.0537242889404297,0.16252398490905762
0,750,5,3.1052515506744385,0.3539905548095703
0,1000,5,3.259162187576294,0.5899851322174072
0,1250,5,3.266282796859741,0.8952441215515137
0,1500,5,3.4642224311828613,1.2387170791625977
0,1750,5,3.6654040813446045,1.8088452816009521
0,2000,5,4.232978820800781,2.418591022491455
0,250,1,1.4878344535827637,0.007441520690917969
0,500,1,1.4653644561767578,0.02816033363342285
0,750,1,1.5176832675933838,0.06649184226989746
0,1000,1,1.5465655326843262,0.10910654067993164
0,1250,1,1.6182034015655518,0.18621277809143066
0,1500,1,1.7235686779022217,0.2515702247619629
0,1750,1,1.7988982200622559,0.3216674327850342
0,2000,1,1.8561160564422607,0.45110106468200684
0,250,2,1.768631935119629,0.016294002532958984
0,500,2,1.7271676063537598,0.059107303619384766
0,750,2,1.8920128345489502,0.13843464851379395
0,1000,2,1.9213597774505615,0.2335343360900879
0,1250,2,2.020693778991699,0.35666775703430176
0,1500,2,2.045811176300049,0.5141148567199707
0,1750,2,2.3933284282684326,0.6637945175170898
0,2000,2,2.4012386798858643,0.887451171875
0,250,3,2.197618246078491,0.024790287017822266
