mass,x,y,z,vx,vy,vz
0.0001,-0.09445709075914549,0.10700693546694692,0.4554405742053834,0.8045715446441856,-0.049069907060998855,0.10544672723198222
0.0001,-0.2396700731162341,0.5542631505037948,-0.3793684946503983,-0.31157837886844086,-0.037428314206450645,-0.4693276834610912
0.0001,0.057207971450156096,0.6046197453509689,0.5668572034821872,-0.3574213429202966,0.31629799406221903,-0.3289139744468886
0.0001,-0.08514699595371306,-0.45523398804269344,-0.06656790867396248,0.021156437938690178,-0.4900650487443357,-0.6936024180049368
0.0001,0.20941350269046155,-0.27825132542865416,-0.20033103278208406,0.8937651179955862,-0.2898809478108379,0.32683729496567276
0.0001,-0.5797594674720769,0.4069886773259464,0.4926754386425508,-0.5046586858837527,0.20237454923231135,0.6385747205996753
0.0001,-0.5896477860059235,0.04491622540357056,-0.24589743057645488,1.0175190443551756,0.6309564886661975,0.1617436061670883
0.0001,0.10889152109817875,0.475002790309704,0.3633220853636965,0.2727343350645297,0.21333675585502024,-0.2998717462285285
0.0001,-0.4109019628704078,-0.1562324223640365,0.40890907328014464,0.8187130992224187,-0.0633789928003358,-0.5440670790459291
0.0001,0.2494201451407295,0.04517752316402305,0.6243546988645808,0.27039986892911705,0.48615495084027327,-0.1898822576392811
0.0001,-0.8863289128807851,-0.7053947129026047,-2.6678454986335023,-0.1980281875080022,-0.24841201765887982,0.18238603383895163
0.0001,0.37695507832277525,0.0675823221040791,0.14535726853763042,-0.20274133265999017,0.09105811806832265,-0.8823401245915592
0.0001,-0.6861820277689988,0.11522821963731086,-0.5738847424037115,0.06284962689261317,0.4109051109425671,-0.3646750151286432
0.0001,-0.42326769164559824,-0.11713666734965204,0.09465067345230323,-0.10379287480653104,0.2547591534966823,-0.2421433465070241
0.0001,-0.6314619631396673,-0.5478853025491283,-0.5604121331758931,-0.19353904798336916,0.271013568907539,0.4164949164427072
0.0001,-1.3668002578302354,0.9468719896023169,0.6651496571242429,-0.08126232066024695,0.21851423738509004,-0.2833106753938421
